T_min,T_max,T_delta,Pow_mean,status,songtitle
25.81129807692308,28.064903846153847,2.2536057692307665,31.714212703704835,drossel,neelix
25.81129807692308,28.064903846153847,2.2536057692307665,32.32157964706421,drossel,neelix
25.81129807692308,28.064903846153847,2.2536057692307665,32.80809345245361,drossel,neelix
25.81129807692308,28.064903846153847,2.2536057692307665,33.26056423187256,drossel,neelix
25.81129807692308,28.315304487179485,2.5040064102564052,33.90060338973999,drossel,neelix
25.81129807692308,28.315304487179485,2.5040064102564052,34.513536071777345,drossel,neelix
26.061698717948715,28.315304487179485,2.25360576923077,35.04878625869751,drossel,neelix
26.061698717948715,28.315304487179485,2.25360576923077,35.609416770935056,drossel,neelix
26.061698717948715,28.565705128205128,2.5040064102564124,36.06159029006958,drossel,neelix
26.061698717948715,28.565705128205128,2.5040064102564124,36.43595781326294,drossel,neelix
26.31209935897436,28.565705128205128,2.2536057692307665,36.812145709991455,drossel,neelix
26.31209935897436,28.565705128205128,2.2536057692307665,36.76587629318237,drossel,neelix
26.31209935897436,28.565705128205128,2.2536057692307665,36.546295738220216,drossel,neelix
26.31209935897436,28.565705128205128,2.2536057692307665,36.313003063201904,drossel,neelix
26.31209935897436,28.565705128205128,2.2536057692307665,36.13675785064697,drossel,neelix
26.31209935897436,28.565705128205128,2.2536057692307665,36.17168607711792,drossel,neelix
26.31209935897436,28.565705128205128,2.2536057692307665,36.05694046020508,drossel,neelix
26.5625,28.816105769230766,2.2536057692307665,36.41410055160522,drossel,neelix
26.5625,28.816105769230766,2.2536057692307665,36.9842022895813,drossel,neelix
26.5625,28.816105769230766,2.2536057692307665,37.54817237854004,drossel,neelix
26.5625,28.816105769230766,2.2536057692307665,38.14129457473755,drossel,neelix
26.5625,28.816105769230766,2.2536057692307665,38.818546295166016,drossel,neelix
26.81290064102564,28.816105769230766,2.0032051282051277,39.40551834106445,drossel,neelix
26.81290064102564,28.816105769230766,2.0032051282051277,40.01882915496826,drossel,neelix
26.81290064102564,29.06650641025641,2.25360576923077,40.60285358428955,drossel,neelix
26.81290064102564,29.06650641025641,2.25360576923077,41.15862693786621,drossel,neelix
26.81290064102564,29.06650641025641,2.25360576923077,41.6243179321289,drossel,neelix
26.81290064102564,29.06650641025641,2.25360576923077,42.06957359313965,drossel,neelix
26.81290064102564,29.06650641025641,2.25360576923077,42.570421409606936,drossel,neelix
26.81290064102564,29.06650641025641,2.25360576923077,42.95506572723389,drossel,neelix
26.81290064102564,29.31690705128205,2.5040064102564124,43.31770992279053,drossel,neelix
27.06330128205128,29.31690705128205,2.25360576923077,43.49064483642578,drossel,neelix
27.06330128205128,29.31690705128205,2.25360576923077,43.49779672622681,drossel,neelix
27.06330128205128,29.31690705128205,2.25360576923077,43.44900846481323,drossel,neelix
27.06330128205128,29.31690705128205,2.25360576923077,43.38912763595581,drossel,neelix
27.06330128205128,29.31690705128205,2.25360576923077,43.35705156326294,drossel,neelix
27.313701923076923,29.56730769230769,2.2536057692307665,43.357137775421144,drossel,neelix
27.313701923076923,29.56730769230769,2.2536057692307665,43.331900119781494,drossel,neelix
27.313701923076923,29.56730769230769,2.2536057692307665,43.27362356185913,drossel,neelix
27.313701923076923,29.56730769230769,2.2536057692307665,43.25352563858032,drossel,neelix
27.313701923076923,29.56730769230769,2.2536057692307665,43.23851261138916,drossel,neelix
27.313701923076923,29.56730769230769,2.2536057692307665,43.21069202423096,drossel,neelix
27.313701923076923,29.56730769230769,2.2536057692307665,43.244595241546634,drossel,neelix
27.56410256410256,29.81770833333333,2.25360576923077,43.310114192962644,drossel,neelix
27.56410256410256,29.81770833333333,2.25360576923077,43.25436515808106,drossel,neelix
27.56410256410256,29.81770833333333,2.25360576923077,43.33858165740967,drossel,neelix
27.56410256410256,29.81770833333333,2.25360576923077,43.33825807571411,drossel,neelix
27.56410256410256,29.81770833333333,2.25360576923077,43.44093923568725,drossel,neelix
27.56410256410256,29.81770833333333,2.25360576923077,43.521300601959226,drossel,neelix
27.814503205128204,29.81770833333333,2.003205128205124,43.62113447189331,drossel,neelix
27.814503205128204,29.81770833333333,2.003205128205124,43.642940521240234,drossel,neelix
27.814503205128204,30.06810897435897,2.2536057692307665,43.48127603530884,drossel,neelix
27.814503205128204,30.06810897435897,2.2536057692307665,43.378611373901364,drossel,neelix
28.064903846153847,30.06810897435897,2.003205128205124,43.05788488388062,drossel,neelix
28.064903846153847,30.06810897435897,2.003205128205124,42.91326503753662,drossel,neelix
28.064903846153847,30.06810897435897,2.003205128205124,42.87737874984741,drossel,neelix
28.064903846153847,30.06810897435897,2.003205128205124,42.94438066482544,drossel,neelix
28.064903846153847,30.06810897435897,2.003205128205124,42.955898952484134,drossel,neelix
28.315304487179485,30.06810897435897,1.7528044871794854,43.0408953666687,drossel,neelix
28.315304487179485,30.318509615384613,2.0032051282051277,43.07402219772339,drossel,neelix
28.315304487179485,30.318509615384613,2.0032051282051277,43.23086452484131,drossel,neelix
28.315304487179485,30.318509615384613,2.0032051282051277,43.72171983718872,drossel,neelix
28.315304487179485,30.56891025641025,2.253605769230763,44.30322399139404,drossel,neelix
28.315304487179485,30.56891025641025,2.253605769230763,44.94346132278442,drossel,neelix
28.315304487179485,30.56891025641025,2.253605769230763,45.49083471298218,drossel,neelix
28.315304487179485,30.56891025641025,2.253605769230763,45.83722505569458,drossel,neelix
28.315304487179485,30.56891025641025,2.253605769230763,46.38760995864868,drossel,neelix
28.315304487179485,30.56891025641025,2.253605769230763,46.5409652709961,drossel,neelix
28.565705128205128,30.56891025641025,2.0032051282051206,46.53045682907104,drossel,neelix
28.565705128205128,30.56891025641025,2.0032051282051206,46.569529914855956,drossel,neelix
28.565705128205128,30.56891025641025,2.0032051282051206,46.57120609283447,drossel,neelix
28.565705128205128,30.56891025641025,2.0032051282051206,46.59457883834839,drossel,neelix
28.565705128205128,30.56891025641025,2.0032051282051206,46.595268440246585,drossel,neelix
28.565705128205128,30.81931089743589,2.253605769230763,46.55365991592407,drossel,neelix
28.816105769230766,30.81931089743589,2.003205128205124,46.54097318649292,drossel,neelix
28.816105769230766,30.81931089743589,2.003205128205124,46.542159175872804,drossel,neelix
28.816105769230766,30.81931089743589,2.003205128205124,46.59658403396607,drossel,neelix
28.816105769230766,31.069711538461537,2.25360576923077,46.6608470916748,drossel,neelix
28.816105769230766,31.069711538461537,2.25360576923077,46.62688245773315,drossel,neelix
29.06650641025641,31.069711538461537,2.0032051282051277,46.64428195953369,drossel,neelix
29.06650641025641,31.069711538461537,2.0032051282051277,46.66335105895996,drossel,neelix
29.06650641025641,31.069711538461537,2.0032051282051277,46.631397342681886,drossel,neelix
29.06650641025641,31.069711538461537,2.0032051282051277,46.66405906677246,drossel,neelix
29.06650641025641,31.069711538461537,2.0032051282051277,46.64451866149902,drossel,neelix
29.06650641025641,31.069711538461537,2.0032051282051277,46.61790580749512,drossel,neelix
29.31690705128205,31.069711538461537,1.7528044871794854,46.66916790008545,drossel,neelix
29.31690705128205,31.069711538461537,1.7528044871794854,46.64983863830567,drossel,neelix
29.31690705128205,31.069711538461537,1.7528044871794854,46.63327608108521,drossel,neelix
29.31690705128205,31.069711538461537,1.7528044871794854,46.66813497543335,drossel,neelix
29.31690705128205,31.32011217948718,2.0032051282051277,46.721478366851805,drossel,neelix
29.31690705128205,31.32011217948718,2.0032051282051277,46.531031703948976,drossel,neelix
29.31690705128205,31.32011217948718,2.0032051282051277,46.57428035736084,drossel,neelix
29.31690705128205,31.32011217948718,2.0032051282051277,46.56178464889526,drossel,neelix
29.56730769230769,31.32011217948718,1.752804487179489,46.546441650390626,drossel,neelix
29.56730769230769,31.32011217948718,1.752804487179489,46.52400951385498,drossel,neelix
29.56730769230769,31.32011217948718,1.752804487179489,46.56192808151245,drossel,neelix
29.56730769230769,31.32011217948718,1.752804487179489,46.560666179656984,drossel,neelix
29.56730769230769,31.32011217948718,1.752804487179489,46.466024684906,drossel,neelix
29.56730769230769,31.57051282051282,2.0032051282051313,46.383151340484616,drossel,neelix
29.56730769230769,31.57051282051282,2.0032051282051313,46.30762872695923,drossel,neelix
29.81770833333333,31.57051282051282,1.7528044871794926,46.340024375915526,drossel,neelix
29.81770833333333,31.57051282051282,1.7528044871794926,46.54524126052856,drossel,neelix
29.81770833333333,31.57051282051282,1.7528044871794926,46.67828769683838,drossel,neelix
29.81770833333333,31.57051282051282,1.7528044871794926,47.12824649810791,drossel,neelix
29.81770833333333,31.57051282051282,1.7528044871794926,47.27820615768432,drossel,neelix
29.81770833333333,31.82091346153846,2.0032051282051313,47.28997812271118,drossel,neelix
30.06810897435897,31.82091346153846,1.752804487179489,47.33239250183105,drossel,neelix
30.06810897435897,31.82091346153846,1.752804487179489,47.21760740280151,drossel,neelix
30.06810897435897,31.82091346153846,1.752804487179489,47.01742401123047,drossel,neelix
30.06810897435897,31.82091346153846,1.752804487179489,47.05210666656494,drossel,neelix
30.06810897435897,31.82091346153846,1.752804487179489,46.94154949188233,drossel,neelix
30.06810897435897,31.82091346153846,1.752804487179489,46.929613780975345,drossel,neelix
30.06810897435897,32.0713141025641,2.0032051282051313,46.90645923614502,drossel,neelix
30.06810897435897,32.0713141025641,2.0032051282051313,46.816764736175536,drossel,neelix
30.06810897435897,32.0713141025641,2.0032051282051313,46.769531440734866,drossel,neelix
30.06810897435897,32.0713141025641,2.0032051282051313,46.708871364593506,drossel,neelix
30.318509615384613,32.0713141025641,1.752804487179489,46.739941883087155,drossel,neelix
30.318509615384613,32.0713141025641,1.752804487179489,46.714379501342776,drossel,neelix
30.318509615384613,32.0713141025641,1.752804487179489,46.65207185745239,drossel,neelix
30.318509615384613,32.0713141025641,1.752804487179489,46.5842942237854,drossel,neelix
30.318509615384613,32.0713141025641,1.752804487179489,46.33289861679077,drossel,neelix
30.318509615384613,32.321714743589745,2.0032051282051313,46.09481029510498,drossel,neelix
30.56891025641025,32.321714743589745,1.752804487179496,45.732408905029295,drossel,neelix
30.56891025641025,32.321714743589745,1.752804487179496,45.48203859329224,drossel,neelix
30.56891025641025,32.321714743589745,1.752804487179496,45.0801420211792,drossel,neelix
30.56891025641025,32.321714743589745,1.752804487179496,44.76072692871094,drossel,neelix
30.56891025641025,32.321714743589745,1.752804487179496,44.45798263549805,drossel,neelix
30.56891025641025,32.321714743589745,1.752804487179496,44.18646602630615,drossel,neelix
30.56891025641025,32.321714743589745,1.752804487179496,43.982625770568845,drossel,neelix
30.56891025641025,32.57211538461539,2.0032051282051384,43.65802640914917,drossel,neelix
30.81931089743589,32.57211538461539,1.752804487179496,43.348555374145505,drossel,neelix
30.81931089743589,32.57211538461539,1.752804487179496,42.94962558746338,drossel,neelix
30.81931089743589,32.57211538461539,1.752804487179496,42.52179365158081,drossel,neelix
30.81931089743589,32.57211538461539,1.752804487179496,42.34817771911621,drossel,neelix
30.81931089743589,32.57211538461539,1.752804487179496,41.935536575317386,drossel,neelix
30.81931089743589,32.57211538461539,1.752804487179496,41.55781450271606,drossel,neelix
30.81931089743589,32.57211538461539,1.752804487179496,41.123131942749026,drossel,neelix
30.81931089743589,32.57211538461539,1.752804487179496,40.80835084915161,drossel,neelix
30.81931089743589,32.57211538461539,1.752804487179496,40.3926908493042,drossel,neelix
30.81931089743589,32.82251602564102,2.0032051282051313,39.847032928466795,drossel,neelix
30.81931089743589,32.82251602564102,2.0032051282051313,39.592302322387695,drossel,neelix
31.069711538461537,32.82251602564102,1.7528044871794854,39.11366081237793,drossel,neelix
31.069711538461537,32.82251602564102,1.7528044871794854,38.73019285202027,drossel,neelix
31.069711538461537,32.82251602564102,1.7528044871794854,38.29784049987793,drossel,neelix
31.069711538461537,32.82251602564102,1.7528044871794854,37.91907157897949,drossel,neelix
31.069711538461537,32.82251602564102,1.7528044871794854,37.47465734481811,drossel,neelix
31.32011217948718,32.82251602564102,1.5024038461538431,36.99896554946899,drossel,neelix
31.32011217948718,32.82251602564102,1.5024038461538431,36.46744623184204,drossel,neelix
31.32011217948718,32.82251602564102,1.5024038461538431,36.04028482437134,drossel,neelix
31.32011217948718,32.82251602564102,1.5024038461538431,35.690089321136476,drossel,neelix
31.32011217948718,32.82251602564102,1.5024038461538431,35.415920639038085,drossel,neelix
31.32011217948718,32.82251602564102,1.5024038461538431,34.94230146408081,drossel,neelix
31.32011217948718,32.82251602564102,1.5024038461538431,34.49940853118896,drossel,neelix
31.32011217948718,32.82251602564102,1.5024038461538431,33.981740951538086,drossel,neelix
31.32011217948718,33.072916666666664,1.7528044871794854,33.4287896156311,drossel,neelix
31.57051282051282,33.072916666666664,1.5024038461538431,32.85022783279419,drossel,neelix
31.57051282051282,33.072916666666664,1.5024038461538431,32.37768058776855,drossel,neelix
31.57051282051282,33.072916666666664,1.5024038461538431,32.1122706413269,drossel,neelix
31.57051282051282,33.072916666666664,1.5024038461538431,31.756381130218507,drossel,neelix
31.57051282051282,33.072916666666664,1.5024038461538431,31.236001873016356,drossel,neelix
31.57051282051282,33.072916666666664,1.5024038461538431,30.789245891571046,drossel,neelix
31.57051282051282,33.072916666666664,1.5024038461538431,30.222539138793945,drossel,neelix
31.57051282051282,33.072916666666664,1.5024038461538431,29.659158325195314,drossel,neelix
31.57051282051282,33.072916666666664,1.5024038461538431,29.09797582626343,drossel,neelix
31.82091346153846,33.072916666666664,1.2520032051282044,28.654498767852782,drossel,neelix
31.82091346153846,33.072916666666664,1.2520032051282044,28.14642915725708,drossel,neelix
31.82091346153846,33.072916666666664,1.2520032051282044,27.559236526489258,drossel,neelix
31.82091346153846,33.072916666666664,1.2520032051282044,26.981859588623045,drossel,neelix
31.82091346153846,33.32331730769231,1.5024038461538467,26.622471618652344,drossel,neelix
31.82091346153846,33.32331730769231,1.5024038461538467,26.17555046081543,drossel,neelix
31.82091346153846,33.32331730769231,1.5024038461538467,25.84402675628662,drossel,neelix
32.0713141025641,33.32331730769231,1.2520032051282044,25.365852546691894,drossel,neelix
32.0713141025641,33.32331730769231,1.2520032051282044,25.062088394165038,drossel,neelix
32.0713141025641,33.32331730769231,1.2520032051282044,24.62328996658325,drossel,neelix
32.0713141025641,33.32331730769231,1.2520032051282044,24.311452293395995,drossel,neelix
32.0713141025641,33.32331730769231,1.2520032051282044,24.015443992614745,drossel,neelix
32.0713141025641,33.32331730769231,1.2520032051282044,23.679973602294922,drossel,neelix
32.0713141025641,33.32331730769231,1.2520032051282044,23.333213138580323,drossel,neelix
32.0713141025641,33.32331730769231,1.2520032051282044,23.06568326950073,drossel,neelix
32.0713141025641,33.32331730769231,1.2520032051282044,22.782315921783447,drossel,neelix
32.0713141025641,33.32331730769231,1.2520032051282044,22.420535373687745,drossel,neelix
32.321714743589745,33.32331730769231,1.001602564102562,22.042438125610353,drossel,neelix
32.321714743589745,33.32331730769231,1.001602564102562,21.83508644104004,drossel,neelix
32.321714743589745,33.57371794871795,1.2520032051282044,21.579927825927733,drossel,neelix
32.321714743589745,33.57371794871795,1.2520032051282044,21.464317035675048,drossel,neelix
32.321714743589745,33.57371794871795,1.2520032051282044,21.331692600250243,drossel,neelix
32.321714743589745,33.57371794871795,1.2520032051282044,21.18326368331909,drossel,neelix
32.321714743589745,33.57371794871795,1.2520032051282044,21.016233825683592,drossel,neelix
32.321714743589745,33.57371794871795,1.2520032051282044,20.8767972946167,drossel,neelix
32.321714743589745,33.57371794871795,1.2520032051282044,20.79896659851074,drossel,neelix
32.321714743589745,33.57371794871795,1.2520032051282044,20.700110530853273,drossel,neelix
32.321714743589745,33.57371794871795,1.2520032051282044,20.584837627410888,drossel,neelix
32.57211538461539,33.57371794871795,1.001602564102562,20.504996395111085,drossel,neelix
32.57211538461539,33.57371794871795,1.001602564102562,20.519662857055664,drossel,neelix
32.57211538461539,33.57371794871795,1.001602564102562,20.513874530792236,drossel,neelix
32.57211538461539,33.57371794871795,1.001602564102562,20.456917381286623,drossel,neelix
32.57211538461539,33.57371794871795,1.001602564102562,20.44480562210083,drossel,neelix
32.57211538461539,33.57371794871795,1.001602564102562,20.453765869140625,drossel,neelix
32.57211538461539,33.57371794871795,1.001602564102562,20.461562633514404,drossel,neelix
32.57211538461539,33.57371794871795,1.001602564102562,20.530186653137207,drossel,neelix
32.57211538461539,33.82411858974359,1.2520032051282044,20.46777477264404,drossel,neelix
32.57211538461539,33.82411858974359,1.2520032051282044,20.574163913726807,drossel,neelix
32.57211538461539,33.82411858974359,1.2520032051282044,20.640210247039796,drossel,neelix
32.57211538461539,33.82411858974359,1.2520032051282044,20.63253355026245,drossel,neelix
32.57211538461539,33.82411858974359,1.2520032051282044,20.71324577331543,drossel,neelix
32.57211538461539,33.82411858974359,1.2520032051282044,20.78821144104004,drossel,neelix
32.57211538461539,33.82411858974359,1.2520032051282044,20.89257574081421,drossel,neelix
32.57211538461539,33.82411858974359,1.2520032051282044,20.80224542617798,drossel,neelix
32.82251602564102,33.82411858974359,1.0016025641025692,20.880359840393066,drossel,neelix
32.82251602564102,33.82411858974359,1.0016025641025692,21.055017948150635,drossel,neelix
32.82251602564102,33.82411858974359,1.0016025641025692,21.209201335906982,drossel,neelix
32.82251602564102,33.82411858974359,1.0016025641025692,21.522515106201173,drossel,neelix
32.82251602564102,33.82411858974359,1.0016025641025692,21.588436794281005,drossel,neelix
32.82251602564102,33.82411858974359,1.0016025641025692,21.769059085845946,drossel,neelix
32.82251602564102,33.82411858974359,1.0016025641025692,21.901633739471436,drossel,neelix
32.82251602564102,33.82411858974359,1.0016025641025692,22.14049940109253,drossel,neelix
32.82251602564102,33.82411858974359,1.0016025641025692,22.289837551116943,drossel,neelix
32.82251602564102,33.82411858974359,1.0016025641025692,22.450603771209718,drossel,neelix
32.82251602564102,34.074519230769226,1.2520032051282044,22.563081359863283,drossel,neelix
32.82251602564102,34.074519230769226,1.2520032051282044,22.798962020874022,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,23.032887554168703,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,23.256147480010988,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,23.614682102203368,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,23.834103775024413,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,24.191053009033205,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,24.359269905090333,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,24.52960557937622,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,24.767365646362304,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,24.835125637054443,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,24.947495937347412,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,25.166093730926512,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,25.495093154907227,drossel,neelix
33.072916666666664,34.074519230769226,1.001602564102562,25.636407375335693,drossel,neelix
33.072916666666664,34.32491987179487,1.2520032051282044,25.738286781311036,drossel,neelix
33.32331730769231,34.32491987179487,1.001602564102562,25.85181188583374,drossel,neelix
33.32331730769231,34.32491987179487,1.001602564102562,25.991351318359374,drossel,neelix
33.32331730769231,34.32491987179487,1.001602564102562,26.371308612823487,drossel,neelix
33.32331730769231,34.32491987179487,1.001602564102562,26.628124904632568,drossel,neelix
33.32331730769231,34.32491987179487,1.001602564102562,26.900902843475343,drossel,neelix
33.32331730769231,34.32491987179487,1.001602564102562,27.188537120819092,drossel,neelix
33.32331730769231,34.32491987179487,1.001602564102562,27.395914554595947,drossel,neelix
33.32331730769231,34.32491987179487,1.001602564102562,27.661094093322752,drossel,neelix
33.32331730769231,34.32491987179487,1.001602564102562,27.892376041412355,drossel,neelix
33.32331730769231,34.57532051282051,1.2520032051282044,28.16203498840332,drossel,neelix
33.32331730769231,34.57532051282051,1.2520032051282044,28.284967613220214,drossel,neelix
33.32331730769231,34.57532051282051,1.2520032051282044,28.462995052337646,drossel,neelix
33.32331730769231,34.57532051282051,1.2520032051282044,28.650176525115967,drossel,neelix
33.32331730769231,34.57532051282051,1.2520032051282044,28.865814113616942,drossel,neelix
33.32331730769231,34.57532051282051,1.2520032051282044,29.067215633392333,drossel,neelix
33.32331730769231,34.57532051282051,1.2520032051282044,29.105069732666017,drossel,neelix
33.32331730769231,34.57532051282051,1.2520032051282044,29.26648998260498,drossel,neelix
33.32331730769231,34.57532051282051,1.2520032051282044,29.384188079833983,drossel,neelix
33.57371794871795,34.57532051282051,1.001602564102562,29.56734561920166,drossel,neelix
33.57371794871795,34.57532051282051,1.001602564102562,29.829066276550293,drossel,neelix
33.57371794871795,34.57532051282051,1.001602564102562,29.99630641937256,drossel,neelix
33.57371794871795,34.57532051282051,1.001602564102562,30.189846897125243,drossel,neelix
33.57371794871795,34.57532051282051,1.001602564102562,30.43514928817749,drossel,neelix
33.57371794871795,34.57532051282051,1.001602564102562,30.941580867767335,drossel,neelix
33.57371794871795,34.57532051282051,1.001602564102562,31.349031448364258,drossel,neelix
33.57371794871795,34.82572115384615,1.2520032051282044,31.706353187561035,drossel,neelix
33.57371794871795,34.82572115384615,1.2520032051282044,32.07455711364746,drossel,neelix
33.57371794871795,34.82572115384615,1.2520032051282044,32.34350900650024,drossel,neelix
33.57371794871795,34.82572115384615,1.2520032051282044,32.90271434783936,drossel,neelix
33.57371794871795,34.82572115384615,1.2520032051282044,33.17781038284302,drossel,neelix
33.57371794871795,34.82572115384615,1.2520032051282044,33.57666959762573,drossel,neelix
33.57371794871795,34.82572115384615,1.2520032051282044,34.04423656463623,drossel,neelix
33.57371794871795,34.82572115384615,1.2520032051282044,34.560302066802976,drossel,neelix
33.57371794871795,34.82572115384615,1.2520032051282044,35.05428142547608,drossel,neelix
33.57371794871795,34.82572115384615,1.2520032051282044,35.286062240600586,drossel,neelix
33.82411858974359,34.82572115384615,1.001602564102562,35.080500316619876,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,34.7120777130127,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,34.51953916549682,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,34.34267339706421,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,34.552688121795654,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,34.83075876235962,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,35.3032567024231,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,35.788933753967285,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,36.099363040924075,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,36.35335121154785,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,36.820284080505374,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,37.20891523361206,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,37.58764495849609,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,38.03837900161743,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,38.50289459228516,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,38.86531343460083,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,39.22431869506836,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,39.40718173980713,drossel,neelix
33.82411858974359,35.0761217948718,1.2520032051282115,39.729324626922605,drossel,neelix
34.074519230769226,35.0761217948718,1.0016025641025763,39.93189811706543,drossel,neelix
34.074519230769226,35.32652243589744,1.2520032051282115,40.19630651473999,drossel,neelix
34.074519230769226,35.32652243589744,1.2520032051282115,40.52245235443115,drossel,neelix
34.074519230769226,35.32652243589744,1.2520032051282115,40.82469644546509,drossel,neelix
34.074519230769226,35.32652243589744,1.2520032051282115,41.131711387634276,drossel,neelix
34.074519230769226,35.32652243589744,1.2520032051282115,41.32685241699219,drossel,neelix
34.074519230769226,35.32652243589744,1.2520032051282115,41.63748664855957,drossel,neelix
34.074519230769226,35.32652243589744,1.2520032051282115,42.01204853057861,drossel,neelix
34.074519230769226,35.32652243589744,1.2520032051282115,42.29487791061401,drossel,neelix
34.074519230769226,35.32652243589744,1.2520032051282115,42.61710834503174,drossel,neelix
34.074519230769226,35.32652243589744,1.2520032051282115,42.879299354553225,drossel,neelix
34.074519230769226,35.57692307692307,1.5024038461538467,43.12727880477905,drossel,neelix
34.074519230769226,35.57692307692307,1.5024038461538467,43.406133556365965,drossel,neelix
34.32491987179487,35.57692307692307,1.2520032051282044,43.69636640548706,drossel,neelix
34.32491987179487,35.57692307692307,1.2520032051282044,43.96637144088745,drossel,neelix
34.32491987179487,35.57692307692307,1.2520032051282044,44.20709409713745,drossel,neelix
34.32491987179487,35.57692307692307,1.2520032051282044,44.39057941436768,drossel,neelix
34.32491987179487,35.57692307692307,1.2520032051282044,44.578188514709474,drossel,neelix
34.32491987179487,35.57692307692307,1.2520032051282044,44.59627914428711,drossel,neelix
34.32491987179487,35.57692307692307,1.2520032051282044,44.510108661651614,drossel,neelix
34.32491987179487,35.827323717948715,1.5024038461538467,44.50435619354248,drossel,neelix
34.32491987179487,35.827323717948715,1.5024038461538467,44.51391572952271,drossel,neelix
